108105 20131218 0.00696202
108105 20140122 0.01821724
108105 20140219 0.02756332
108105 20140319 0.01254272
108105 20140416 0.03008282
108105 20140521 0.02074482
108105 20140618 0.01267205
108105 20140716 0.02621221
108105 20140820 0.01700625
108105 20140917 0.01677767
108105 20141022 0.01945585
108105 20141119 0.01402422
108105 20141217 0.00537170
108105 20150121 0.02008024
108105 20150218 0.02577999
108105 20150318 0.01854383
108105 20150415 0.02101185
108105 20150520 0.01165655
108105 20150617 0.00904043
108105 20150722 0.03462723
108105 20150819 0.00131885
108105 20150916 0.01609817
108105 20151021 0.02589094
108105 20151118 0.01267113
108105 20151216 0.01209309
108105 20160120 0.01378142
108105 20160217 0.02816135
108105 20160316 0.02268905
108105 20160420 0.02508908
108105 20160518 0.03100380
108105 20160615 0.02180865
108105 20160720 0.02055988
108105 20160817 0.02319198
108105 20160921 0.01369376
108105 20161019 0.02645781
108105 20161116 0.02305315
108105 20161221 0.00224403
108105 20170118 0.02252542
108105 20170215 0.01374007
108105 20170322 0.00187779
108105 20170419 0.02323449
108105 20170517 0.01458030
108105 20170621 0.01025158
108105 20170719 0.01961907
108105 20170816 0.02345018
108105 20170920 0.01126074
108105 20171018 0.01612186
108105 20171115 0.02202640
108105 20171220 0.00000000
108105 20180117 0.01376238
108105 20180214 0.01741150
108105 20180321 0.00000000
108105 20180418 0.01465381
108105 20180516 0.02060590
108105 20180620 0.00752862
108105 20180718 0.01211767
108105 20180822 0.00805411
108105 20180919 0.00190458
108105 20181017 0.02146746
108105 20181121 0.00452166
108105 20181219 0.00000000
108105 20190116 0.02158344
108105 20190213 0.02214715
108105 20190319 0.01121551
108105 20190417 0.01410597
108105 20190522 0.01149795
108105 20190619 0.00290589
108105 20190717 0.00864250
108105 20190821 0.01549117
108105 20190918 0.01339407
108105 20191016 0.01411359
108105 20191120 0.02271632
108105 20191218 0.00000000
108105 20200122 0.01109555
108105 20200219 0.00920085
108105 20200318 0.16050825
108105 20200415 0.02451421
108105 20200520 0.02232337
108105 20200617 0.00235831
108105 20200722 0.01607433
108105 20200819 0.01300482
108105 20200916 0.00366721
108105 20201021 0.00970640
108105 20201118 0.00000000
108105 20201216 0.00000000
108105 20210120 0.00691706
108105 20210217 0.01286932
108105 20210317 0.01143843
108105 20210421 0.01777609
108105 20210519 0.01734993
108105 20210616 0.00493317
108105 20210721 0.01691948
108105 20210818 0.01214843
108105 20210915 0.00955175
108105 20211020 0.01947359
108105 20211117 0.00712878
108105 20211222 0.00977440
