date_30,rf_gross_29d,date_60,rf_gross_59d,date_90,rf_gross_89d,date_180,rf_gross_179d
20180418,1.0015234472905008,20180418,1.0034718819120854,20180418,1.0054819202182064,20180418,1.0116344526463157
20180516,1.0015463612621465,20180523,1.0034906920456814,20180516,1.005396766902035,20180516,1.0116093214622528
20180620,1.0016748166860892,20180620,1.0036452716516682,20180620,1.0056623725771678,20180620,1.0120541900431101
20180718,1.00167123948334,20180725,1.0036690850026657,20180718,1.0057230897568237,20180718,1.0122599488493693
20180822,1.001656825067467,20180822,1.0036224522999824,20180815,1.0056085864497024,20180815,1.0120977087098015
20180919,1.0017470539823916,20180919,1.0037686845128784,20180919,1.005892928040348,20180912,1.012562574405268
20181017,1.0018333410961948,20181024,1.0040577398499455,20181017,1.006201451618089,20181017,1.0132884553023744
20181121,1.001864903775081,20181121,1.004167620632592,20181114,1.0064014523063138,20181114,1.0135961596141776
20181219,1.0019900446052654,20181219,1.004292430237427,20181212,1.0065784713648598,20181219,1.0135040212138784
20190116,1.0020174783489892,20190116,1.004261444487486,20190116,1.0065170528348624,20190116,1.0133162232963426
20190213,1.002007691764624,20190220,1.0041737232212424,20190213,1.0064235733277918,20190213,1.0130904367139033
20190320,1.0020006990499049,20190320,1.0041794685354937,20190320,1.00635529357862,20190320,1.0128794066121387
20190417,1.0020000269057083,20190424,1.0041573938238397,20190417,1.006332972916555,20190417,1.0127959080893996
20190522,1.0019603089599065,20190522,1.0040714133950892,20190515,1.006108388965668,20190515,1.012149233344788
20190619,1.001916298484048,20190619,1.0037898917165866,20190619,1.00554657003009,20190619,1.0104984105653403
20190717,1.0018559270041356,20190724,1.0036627040710373,20190717,1.0054409960144874,20190717,1.0105645348781247
20190821,1.0017409949246419,20190821,1.0034437528466615,20190814,1.0051057212456915,20190821,1.0095992332518484
20190918,1.0016430893118407,20190918,1.0034171107491663,20190918,1.005152971545009,20190918,1.0099819327993893
20191016,1.001510658158742,20191023,1.0030579749799138,20191016,1.0046909629147245,20191016,1.009024460304032
20191120,1.0013755623581377,20191120,1.0029476904194896,20191120,1.00445194814643,20191113,1.008881392219263
20191218,1.0014045567054706,20191223,1.0029748925269957,20191218,1.0044552151900845,20191218,1.0088009247607888
20200122,1.001327478737744,20200122,1.0027831579725235,20200115,1.0042695673347548,20200115,1.0085434811742224
20200219,1.001318994077228,20200219,1.002708663289886,20200212,1.0040913848727873,20200219,1.0079722840565382
20200318,1.0006253075281826,20200318,1.0013092498341152,20200318,1.001882871594109,20200318,1.0031675977098067
20200415,1.0005859446193661,20200422,1.0009048588170106,20200415,1.001519424884073,20200415,1.0023970543731529
20200520,1.0001321145942705,20200520,1.000374573732096,20200520,1.0006061273195992,20200520,1.0012941261967376
20200617,1.0001501718899337,20200624,1.0004033724267198,20200617,1.0006734494872644,20200617,1.001435435594327
20200722,1.00013818523946,20200722,1.000352133342516,20200715,1.000573129595218,20200715,1.001284975778932
20200819,1.000130663013163,20200819,1.0003148488460818,20200819,1.0005039571629415,20200819,1.0011346180007503
20200916,1.0001191741977622,20200923,1.0003079173058063,20200916,1.0005243376635349,20200916,1.001130711271763
20201021,1.0001164282987747,20201021,1.0003085381132095,20201014,1.000505871967927,20201014,1.0010438598063398
20201118,1.0001163303343419,20201118,1.000326767493308,20201118,1.0005214934891822,20201118,1.001064677405186
20201216,1.0001233456658118,20201223,1.0002870507173036,20201216,1.0004422644002111,20201216,1.0008724031678646
20210120,1.0001021930701637,20210120,1.0002718512149047,20210113,1.00041373952276,20210113,1.0008541014128678
20210217,1.000089471488049,20210217,1.000221398832306,20210217,1.0003483115504956,20210217,1.0007195725451044
20210317,1.000087369163495,20210324,1.0002374626056332,20210317,1.0003599344320913,20210317,1.0007714553404397
20210421,1.0000885605005059,20210421,1.0002402248924323,20210414,1.0003794889849933,20210414,1.000826117654327
20210519,1.0000752888998203,20210519,1.0002011093540217,20210519,1.0003318129007397,20210519,1.000730635474961
20210616,1.0000658061877647,20210623,1.0001893008260994,20210616,1.0002920821271324,20210616,1.0006811086163265
20210721,1.0000720759114337,20210721,1.0001839227982212,20210714,1.0002821141922054,20210721,1.0007307236186838
20210818,1.0000723652569865,20210818,1.0001791630935828,20210818,1.000292457743731,20210818,1.0007011786515385
20210915,1.0000674032458863,20210922,1.0001792455929046,20210915,1.0002921992024207,20210915,1.000689860565555
20211020,1.000069852004117,20211020,1.0001990893628414,20211020,1.0003557764279165,20211013,1.0007469226486327
20211117,1.0000742216332845,20211124,1.0002949694381078,20211117,1.0004123598188626,20211117,1.0010495711792857
20211222,1.00045213682278,20211222,1.000921857338103,20211215,1.0013396372664063,20211215,1.0028009728477139
