date_30,rf_gross_29d,date_60,rf_gross_59d,date_90,rf_gross_89d,date_180,rf_gross_179d
20140416,1.0001214359171158,20140423,1.0003114676995166,20140416,1.0004966983783874,20140416,1.0010920671122117
20140521,1.0001177383327662,20140521,1.0003051592670789,20140514,1.0004829496292134,20140521,1.00108139006422
20140618,1.0001222304495718,20140618,1.000314727251653,20140618,1.0005217206359776,20140618,1.0011737646480108
20140716,1.0001230453000456,20140723,1.0003187892966403,20140716,1.00050814105995,20140716,1.0011485731446343
20140820,1.0001226380204058,20140820,1.0003167136038318,20140820,1.0005172156284916,20140820,1.0011608842238415
20140917,1.0001222255229423,20140924,1.0003339224804078,20140917,1.0005265559909624,20140917,1.0012288469672954
20141022,1.0001210421449702,20141022,1.0003170622645767,20141015,1.00050041537972,20141015,1.0011266978513833
20141119,1.000123623914779,20141119,1.0003181753741732,20141119,1.0005255240237343,20141112,1.0011892395737136
20141217,1.0001299204275123,20141224,1.0003468463192755,20141217,1.0005536916044142,20141217,1.0013832130240368
20150121,1.0001326368620271,20150121,1.0003500172016133,20150114,1.0005591661459778,20150114,1.0013295479803281
20150218,1.0001412602649415,20150218,1.0003736263758656,20150211,1.0006117296126762,20150218,1.0016290324744597
20150318,1.0001396566121334,20150318,1.000366732486282,20150318,1.0006190092038447,20150318,1.0015994012396825
20150415,1.0001440399522694,20150422,1.000386253765628,20150415,1.0006273999365802,20150415,1.0015740464088991
20150520,1.0001465574997537,20150520,1.0003894738393384,20150520,1.0006528060599444,20150520,1.001664439190762
20150617,1.0001495130201847,20150624,1.000412154478863,20150617,1.0006918571778352,20150617,1.001843616482614
20150722,1.0001486319301496,20150722,1.0004200849875118,20150715,1.0006818298009992,20150715,1.0018113502347161
20150819,1.0001599886465251,20150819,1.0004475728494426,20150819,1.0007895427989242,20150819,1.0020393262203655
20150916,1.0001697438569133,20150923,1.00043924642971,20150916,1.0008618573971793,20150916,1.0022338550776184
20151021,1.0001551786671439,20151021,1.000440256743665,20151014,1.0007105554381066,20151014,1.0017282417732825
20151118,1.000166038771561,20151118,1.000523324732425,20151118,1.000954513661619,20151118,1.0024632068231294
20151216,1.0002886489890042,20151223,1.0008633432403857,20151216,1.0012644770341586,20151216,1.0030617587376545
20160120,1.0003416847170936,20160120,1.0008665551889557,20160113,1.0014226593309878,20160113,1.0032934689956992
20160217,1.0003477610341094,20160217,1.000874839114062,20160217,1.00143331226831,20160217,1.003151387087243
20160316,1.0003516860325168,20160323,1.0008947685393452,20160316,1.0014387959832007,20160316,1.003329929044116
20160420,1.0003557644149466,20160420,1.0009120124149793,20160413,1.0014368525749293,20160420,1.0034504656230867
20160518,1.0003533009424617,20160518,1.000940147801482,20160518,1.0015857239777435,20160518,1.003683406461962
20160615,1.0003580658949396,20160622,1.0009179090302678,20160615,1.0014538756911817,20160615,1.003274555238366
20160720,1.0003910862578203,20160720,1.0010016648728008,20160720,1.0016639812587,20160720,1.0037560264408003
20160817,1.0004092705502652,20160824,1.0011371879900823,20160817,1.0018139483015283,20160817,1.004083477984705
20160921,1.0004387748069021,20160921,1.0011708797223549,20160914,1.001856361848783,20160914,1.0041918809391697
20161019,1.000420563168849,20161019,1.001145668107218,20161019,1.001926792037394,20161019,1.0042803052235754
20161116,1.0004433180696573,20161123,1.0013036109326676,20161116,1.0020126760593717,20161116,1.0045374972519636
20161221,1.0006071608023397,20161221,1.0014491440722835,20161214,1.002236903580502,20161214,1.005073745164356
20170118,1.0006243337800271,20170118,1.0014972740797954,20170118,1.002400137511129,20170118,1.0053634730930485
20170215,1.000626421643427,20170222,1.001599289730902,20170215,1.0025294805223395,20170215,1.0057226265781483
20170322,1.0007916333956248,20170322,1.0017826516968256,20170315,1.002768225159114,20170315,1.0061611538462325
20170419,1.0007978745436439,20170419,1.0017841834358256,20170419,1.0028302001391576,20170419,1.0061076229593324
20170517,1.0008045381591226,20170524,1.0018750387122966,20170517,1.002822834527536,20170517,1.0060417719505412
20170621,1.0009788970949893,20170621,1.002068188613388,20170614,1.00308007713126,20170614,1.0064673900820542
20170719,1.0009872619297802,20170719,1.0020844406604348,20170719,1.003201942703351,20170719,1.0067211579192028
20170816,1.0009874049010035,20170823,1.002099216493465,20170816,1.003235486632521,20170816,1.006846476512121
20170920,1.0009945449102078,20170920,1.0021423972055845,20170913,1.0032572951126457,20170913,1.0068735851229222
20171018,1.0009969197506432,20171018,1.0021719757458964,20171018,1.0034300197446346,20171018,1.0074169486700784
20171115,1.0010176233907546,20171122,1.0023587493643495,20171115,1.0035643143238453,20171115,1.007766851029904
20171220,1.0012306901045291,20171220,1.002626112424964,20171213,1.0039315521101,20171213,1.0084240467520431
20180117,1.0012485063181011,20180117,1.0027152827736248,20180117,1.00426931633618,20180117,1.009258447613455
20180214,1.0012823914912174,20180221,1.0030485443173325,20180214,1.004626841942442,20180214,1.0100762976787085
20180321,1.0014929620339876,20180321,1.0034206141003135,20180314,1.0053722253260076,20180321,1.0113166006273726
