date,exdate
19960117,19960315
19960221,19960419
19960320,19960517
19960424,19960621
19960522,19960719
19960619,19960816
19960724,19960920
19960821,19961018
19960918,19961115
19961023,19961220
19961120,19970117
19961224,19970222
19970122,19970321
19970219,19970418
19970319,19970516
19970423,19970620
19970521,19970718
19970618,19970815
19970723,19970919
19970820,19971017
19970924,19971121
19971022,19971219
19971119,19980116
19971224,19980220
19980121,19980320
19980218,19980417
19980318,19980515
19980422,19980619
19980520,19980717
19980624,19980821
19980722,19980918
19980819,19981016
19980923,19981120
19981021,19981218
19981118,19990115
19981223,19990219
19990120,19990319
19990217,19990416
19990324,19990521
19990421,19990618
19990519,19990716
19990623,19990820
19990721,19990917
19990818,19991015
19990922,19991119
19991020,19991217
19991124,20000121
19991222,20000218
20000119,20000317
20000223,20000421
20000322,20000519
20000419,20000616
20000524,20000721
20000621,20000818
20000719,20000915
20000823,20001020
20000920,20001117
20001018,20001215
20001122,20010119
20001220,20010216
20010117,20010316
20010221,20010420
20010321,20010518
20010418,20010615
20010523,20010720
20010620,20010817
20010725,20010921
20010822,20011019
20010919,20011116
20011024,20011221
20011121,20020118
20011219,20020215
20020116,20020315
20020220,20020419
20020320,20020517
20020424,20020621
20020522,20020719
20020619,20020816
20020724,20020920
20020821,20021018
20020918,20021115
20021023,20021220
20021120,20030117
20021224,20030222
20030122,20030321
20030219,20030418
20030319,20030516
20030423,20030620
20030521,20030718
20030618,20030815
20030723,20030919
20030820,20031017
20030924,20031121
20031022,20031219
20031119,20040116
20031224,20040220
20040121,20040319
20040218,20040416
20040324,20040521
20040421,20040618
20040519,20040716
20040623,20040820
20040721,20040917
20040818,20041015
20040922,20041119
20041020,20041217
20041124,20050121
20041222,20050218
20050119,20050318
20050216,20050415
20050323,20050520
20050420,20050617
20050518,20050715
20050622,20050819
20050720,20050916
20050824,20051021
20050921,20051118
20051019,20051216
20051123,20060120
20051221,20060217
20060118,20060317
20060222,20060421
20060322,20060519
20060419,20060616
20060524,20060721
20060621,20060818
20060719,20060915
20060823,20061020
20060920,20061117
20061018,20061215
20061122,20070119
20061220,20070216
20070117,20070316
20070221,20070420
20070321,20070518
20070418,20070615
20070523,20070720
20070620,20070817
20070725,20070921
20070822,20071019
20070919,20071116
20071024,20071221
20071121,20080118
20071219,20080215
20080123,20080321
20080220,20080418
20080319,20080516
20080423,20080620
20080521,20080718
20080618,20080815
20080723,20080919
20080820,20081017
20080924,20081121
20081022,20081219
20081119,20090116
20081224,20090220
20090121,20090320
20090218,20090417
20090318,20090515
20090422,20090619
20090520,20090717
20090624,20090821
20090722,20090918
20090819,20091016
20090923,20091120
20091021,20091218
20091118,20100115
20091223,20100219
20100120,20100319
20100217,20100416
20100324,20100521
20100421,20100618
20100519,20100716
20100623,20100820
20100721,20100917
20100818,20101015
20100922,20101119
20101020,20101217
20101124,20110121
20101222,20110218
20110119,20110318
20110216,20110415
20110323,20110520
20110420,20110617
20110518,20110715
20110622,20110819
20110720,20110916
20110824,20111021
20110921,20111118
20111019,20111216
20111123,20120120
20111221,20120217
20120118,20120316
20120222,20120420
20120321,20120518
20120418,20120615
20120523,20120720
20120620,20120817
20120725,20120921
20120822,20121019
20120919,20121116
20121024,20121221
20121121,20130118
20121219,20130215
20130116,20130315
20130220,20130419
20130320,20130517
20130424,20130621
20130522,20130719
20130619,20130816
20130724,20130920
20130821,20131018
20130918,20131115
20131023,20131220
20131120,20140117
20131224,20140222
20140122,20140321
20140219,20140418
20140319,20140516
20140423,20140620
20140521,20140718
20140618,20140815
20140723,20140919
20140820,20141017
20140924,20141121
20141022,20141219
20141119,20150116
20141224,20150220
20150121,20150320
20150218,20150417
20150318,20150515
20150422,20150619
20150520,20150717
20150624,20150821
20150722,20150918
20150819,20151016
20150923,20151120
20151021,20151218
20151118,20160115
20151223,20160219
20160120,20160318
20160217,20160415
20160323,20160520
20160420,20160617
20160518,20160715
20160622,20160819
20160720,20160916
20160824,20161021
20160921,20161118
20161019,20161216
20161123,20170120
20161221,20170217
20170118,20170317
20170222,20170421
20170322,20170519
20170419,20170616
20170524,20170721
20170621,20170818
20170719,20170915
20170823,20171020
20170920,20171117
20171018,20171215
20171122,20180119
20171220,20180216
20180117,20180316
20180221,20180420
20180321,20180518
20180418,20180615
20180523,20180720
20180620,20180817
20180725,20180921
20180822,20181019
20180919,20181116
20181024,20181221
20181121,20190118
20181219,20190215
20190116,20190315
20190220,20190419
20190320,20190517
20190424,20190621
20190522,20190719
20190619,20190816
20190724,20190920
20190821,20191018
20190918,20191115
20191023,20191220
20191120,20200117
20191223,20200221
20200122,20200320
20200219,20200417
20200318,20200515
20200422,20200619
20200520,20200717
20200624,20200821
20200722,20200918
20200819,20201016
20200923,20201120
20201021,20201218
20201118,20210115
20201223,20210219
20210120,20210319
20210217,20210416
20210324,20210521
20210421,20210618
20210519,20210716
20210623,20210820
20210721,20210917
20210818,20211015
20210922,20211119
20211020,20211217
20211124,20220121
20211222,20220218
20220119,20220318
20220216,20220415
20220323,20220520
20220420,20220617
20220518,20220715
20220622,20220819
20220720,20220916
20220824,20221021
20220921,20221118
20221019,20221216
20221123,20230120
20221221,20230217
