date,exdate
19960117,19960419
19960214,19960517
19960320,19960621
19960417,19960719
19960515,19960816
19960619,19960920
19960717,19961018
19960814,19961115
19960918,19961220
19961016,19970117
19961120,19970221
19961218,19970321
19970115,19970418
19970212,19970516
19970319,19970620
19970416,19970718
19970514,19970815
19970618,19970919
19970716,19971017
19970820,19971121
19970917,19971219
19971015,19980116
19971119,19980220
19971217,19980320
19980114,19980417
19980211,19980515
19980318,19980619
19980415,19980717
19980520,19980821
19980617,19980918
19980715,19981016
19980819,19981120
19980916,19981218
19981014,19990115
19981118,19990219
19981216,19990319
19990113,19990416
19990217,19990521
19990317,19990618
19990414,19990716
19990519,19990820
19990616,19990917
19990714,19991015
19990818,19991119
19990915,19991217
19991020,20000121
19991117,20000218
19991215,20000317
20000119,20000421
20000216,20000519
20000315,20000616
20000419,20000721
20000517,20000818
20000614,20000915
20000719,20001020
20000816,20001117
20000913,20001215
20001018,20010119
20001115,20010216
20001213,20010316
20010117,20010420
20010214,20010518
20010314,20010615
20010418,20010720
20010516,20010817
20010620,20010921
20010718,20011019
20010815,20011116
20010919,20011221
20011017,20020118
20011114,20020215
20011212,20020315
20020116,20020419
20020213,20020517
20020320,20020621
20020417,20020719
20020515,20020816
20020619,20020920
20020717,20021018
20020814,20021115
20020918,20021220
20021016,20030117
20021120,20030221
20021218,20030321
20030115,20030418
20030212,20030516
20030319,20030620
20030416,20030718
20030514,20030815
20030618,20030919
20030716,20031017
20030820,20031121
20030917,20031219
20031015,20040116
20031119,20040220
20031217,20040319
20040114,20040416
20040218,20040521
20040317,20040618
20040414,20040716
20040519,20040820
20040616,20040917
20040714,20041015
20040818,20041119
20040915,20041217
20041020,20050121
20041117,20050218
20041215,20050318
20050112,20050415
20050216,20050520
20050316,20050617
20050413,20050715
20050518,20050819
20050615,20050916
20050720,20051021
20050817,20051118
20050914,20051216
20051019,20060120
20051116,20060217
20051214,20060317
20060118,20060421
20060215,20060519
20060315,20060616
20060419,20060721
20060517,20060818
20060614,20060915
20060719,20061020
20060816,20061117
20060913,20061215
20061018,20070119
20061115,20070216
20061213,20070316
20070117,20070420
20070214,20070518
20070314,20070615
20070418,20070720
20070516,20070817
20070620,20070921
20070718,20071019
20070815,20071116
20070919,20071221
20071017,20080118
20071114,20080215
20071219,20080321
20080116,20080418
20080213,20080516
20080319,20080620
20080416,20080718
20080514,20080815
20080618,20080919
20080716,20081017
20080820,20081121
20080917,20081219
20081015,20090116
20081119,20090220
20081217,20090320
20090114,20090417
20090211,20090515
20090318,20090619
20090415,20090717
20090520,20090821
20090617,20090918
20090715,20091016
20090819,20091120
20090916,20091218
20091014,20100115
20091118,20100219
20091216,20100319
20100113,20100416
20100217,20100521
20100317,20100618
20100414,20100716
20100519,20100820
20100616,20100917
20100714,20101015
20100818,20101119
20100915,20101217
20101020,20110121
20101117,20110218
20101215,20110318
20110112,20110415
20110216,20110520
20110316,20110617
20110413,20110715
20110518,20110819
20110615,20110916
20110720,20111021
20110817,20111118
20110914,20111216
20111019,20120120
20111116,20120217
20111214,20120316
20120118,20120420
20120215,20120518
20120314,20120615
20120418,20120720
20120516,20120817
20120620,20120921
20120718,20121019
20120815,20121116
20120919,20121221
20121017,20130118
20121114,20130215
20121212,20130315
20130116,20130419
20130213,20130517
20130320,20130621
20130417,20130719
20130515,20130816
20130619,20130920
20130717,20131018
20130814,20131115
20130918,20131220
20131016,20140117
20131120,20140221
20131218,20140321
20140115,20140418
20140212,20140516
20140319,20140620
20140416,20140718
20140514,20140815
20140618,20140919
20140716,20141017
20140820,20141121
20140917,20141219
20141015,20150116
20141119,20150220
20141217,20150320
20150114,20150417
20150211,20150515
20150318,20150619
20150415,20150717
20150520,20150821
20150617,20150918
20150715,20151016
20150819,20151120
20150916,20151218
20151014,20160115
20151118,20160219
20151216,20160318
20160113,20160415
20160217,20160520
20160316,20160617
20160413,20160715
20160518,20160819
20160615,20160916
20160720,20161021
20160817,20161118
20160914,20161216
20161019,20170120
20161116,20170217
20161214,20170317
20170118,20170421
20170215,20170519
20170315,20170616
20170419,20170721
20170517,20170818
20170614,20170915
20170719,20171020
20170816,20171117
20170913,20171215
20171018,20180119
20171115,20180216
20171213,20180316
20180117,20180420
20180214,20180518
20180314,20180615
20180418,20180720
20180516,20180817
20180620,20180921
20180718,20181019
20180815,20181116
20180919,20181221
20181017,20190118
20181114,20190215
20181212,20190315
20190116,20190419
20190213,20190517
20190320,20190621
20190417,20190719
20190515,20190816
20190619,20190920
20190717,20191018
20190814,20191115
20190918,20191220
20191016,20200117
20191120,20200221
20191218,20200320
20200115,20200417
20200212,20200515
20200318,20200619
20200415,20200717
20200520,20200821
20200617,20200918
20200715,20201016
20200819,20201120
20200916,20201218
20201014,20210115
20201118,20210219
20201216,20210319
20210113,20210416
20210217,20210521
20210317,20210618
20210414,20210716
20210519,20210820
20210616,20210917
20210714,20211015
20210818,20211119
20210915,20211217
20211020,20220121
20211117,20220218
20211215,20220318
20220112,20220415
20220216,20220520
20220316,20220617
20220413,20220715
20220518,20220819
20220615,20220916
20220720,20221021
20220817,20221118
20220914,20221216
20221019,20230120
20221116,20230217
20221214,20230317
