date,exdate
19960117,19960216
19960214,19960315
19960320,19960419
19960417,19960517
19960522,19960621
19960619,19960719
19960717,19960816
19960821,19960920
19960918,19961018
19961016,19961115
19961120,19961220
19961218,19970117
19970122,19970221
19970219,19970321
19970319,19970418
19970416,19970516
19970521,19970620
19970618,19970718
19970716,19970815
19970820,19970919
19970917,19971017
19971022,19971121
19971119,19971219
19971217,19980116
19980121,19980220
19980218,19980320
19980318,19980417
19980415,19980515
19980520,19980619
19980617,19980717
19980722,19980821
19980819,19980918
19980916,19981016
19981021,19981120
19981118,19981218
19981216,19990115
19990120,19990219
19990217,19990319
19990317,19990416
19990421,19990521
19990519,19990618
19990616,19990716
19990721,19990820
19990818,19990917
19990915,19991015
19991020,19991119
19991117,19991217
19991222,20000121
20000119,20000218
20000216,20000317
20000322,20000421
20000419,20000519
20000517,20000616
20000621,20000721
20000719,20000818
20000816,20000915
20000920,20001020
20001018,20001117
20001115,20001215
20001220,20010119
20010117,20010216
20010214,20010316
20010321,20010420
20010418,20010518
20010516,20010615
20010620,20010720
20010718,20010817
20010822,20010921
20010919,20011019
20011017,20011116
20011121,20011221
20011219,20020118
20020116,20020215
20020213,20020315
20020320,20020419
20020417,20020517
20020522,20020621
20020619,20020719
20020717,20020816
20020821,20020920
20020918,20021018
20021016,20021115
20021120,20021220
20021218,20030117
20030122,20030221
20030219,20030321
20030319,20030418
20030416,20030516
20030521,20030620
20030618,20030718
20030716,20030815
20030820,20030919
20030917,20031017
20031022,20031121
20031119,20031219
20031217,20040116
20040121,20040220
20040218,20040319
20040317,20040416
20040421,20040521
20040519,20040618
20040616,20040716
20040721,20040820
20040818,20040917
20040915,20041015
20041020,20041119
20041117,20041217
20041222,20050121
20050119,20050218
20050216,20050318
20050316,20050415
20050420,20050520
20050518,20050617
20050615,20050715
20050720,20050819
20050817,20050916
20050921,20051021
20051019,20051118
20051116,20051216
20051221,20060120
20060118,20060217
20060215,20060317
20060322,20060421
20060419,20060519
20060517,20060616
20060621,20060721
20060719,20060818
20060816,20060915
20060920,20061020
20061018,20061117
20061115,20061215
20061220,20070119
20070117,20070216
20070214,20070316
20070321,20070420
20070418,20070518
20070516,20070615
20070620,20070720
20070718,20070817
20070822,20070921
20070919,20071019
20071017,20071116
20071121,20071221
20071219,20080118
20080116,20080215
20080220,20080321
20080319,20080418
20080416,20080516
20080521,20080620
20080618,20080718
20080716,20080815
20080820,20080919
20080917,20081017
20081022,20081121
20081119,20081219
20081217,20090116
20090121,20090220
20090218,20090320
20090318,20090417
20090415,20090515
20090520,20090619
20090617,20090717
20090722,20090821
20090819,20090918
20090916,20091016
20091021,20091120
20091118,20091218
20091216,20100115
20100120,20100219
20100217,20100319
20100317,20100416
20100421,20100521
20100519,20100618
20100616,20100716
20100721,20100820
20100818,20100917
20100915,20101015
20101020,20101119
20101117,20101217
20101222,20110121
20110119,20110218
20110216,20110318
20110316,20110415
20110420,20110520
20110518,20110617
20110615,20110715
20110720,20110819
20110817,20110916
20110921,20111021
20111019,20111118
20111116,20111216
20111221,20120120
20120118,20120217
20120215,20120316
20120321,20120420
20120418,20120518
20120516,20120615
20120620,20120720
20120718,20120817
20120822,20120921
20120919,20121019
20121017,20121116
20121121,20121221
20121219,20130118
20130116,20130215
20130213,20130315
20130320,20130419
20130417,20130517
20130522,20130621
20130619,20130719
20130717,20130816
20130821,20130920
20130918,20131018
20131016,20131115
20131120,20131220
20131218,20140117
20140122,20140221
20140219,20140321
20140319,20140418
20140416,20140516
20140521,20140620
20140618,20140718
20140716,20140815
20140820,20140919
20140917,20141017
20141022,20141121
20141119,20141219
20141217,20150116
20150121,20150220
20150218,20150320
20150318,20150417
20150415,20150515
20150520,20150619
20150617,20150717
20150722,20150821
20150819,20150918
20150916,20151016
20151021,20151120
20151118,20151218
20151216,20160115
20160120,20160219
20160217,20160318
20160316,20160415
20160420,20160520
20160518,20160617
20160615,20160715
20160720,20160819
20160817,20160916
20160921,20161021
20161019,20161118
20161116,20161216
20161221,20170120
20170118,20170217
20170215,20170317
20170322,20170421
20170419,20170519
20170517,20170616
20170621,20170721
20170719,20170818
20170816,20170915
20170920,20171020
20171018,20171117
20171115,20171215
20171220,20180119
20180117,20180216
20180214,20180316
20180321,20180420
20180418,20180518
20180516,20180615
20180620,20180720
20180718,20180817
20180822,20180921
20180919,20181019
20181017,20181116
20181121,20181221
20181219,20190118
20190116,20190215
20190213,20190315
20190320,20190419
20190417,20190517
20190522,20190621
20190619,20190719
20190717,20190816
20190821,20190920
20190918,20191018
20191016,20191115
20191120,20191220
20191218,20200117
20200122,20200221
20200219,20200320
20200318,20200417
20200415,20200515
20200520,20200619
20200617,20200717
20200722,20200821
20200819,20200918
20200916,20201016
20201021,20201120
20201118,20201218
20201216,20210115
20210120,20210219
20210217,20210319
20210317,20210416
20210421,20210521
20210519,20210618
20210616,20210716
20210721,20210820
20210818,20210917
20210915,20211015
20211020,20211119
20211117,20211217
20211222,20220121
20220119,20220218
20220216,20220318
20220316,20220415
20220420,20220520
20220518,20220617
20220615,20220715
20220720,20220819
20220817,20220916
20220921,20221021
20221019,20221118
20221116,20221216
20221221,20230120
