date,exdate
19960123,19960420
19960220,19960518
19960326,19960622
19960423,19960720
19960625,19960921
19960723,19961019
19960820,19961116
19960924,19961221
19961022,19970118
19961126,19970222
19961224,19970322
19970121,19970419
19970325,19970621
19970422,19970719
19970520,19970816
19970624,19970920
19970722,19971018
19970826,19971122
19970923,19971220
19971021,19980117
19971125,19980221
19971223,19980321
19980121,19980418
19980324,19980620
19980421,19980718
19980526,19980822
19980623,19980919
19980721,19981017
19980825,19981121
19980922,19981219
19981020,19990116
19981124,19990220
19981222,19990320
19990119,19990417
19990223,19990522
19990323,19990619
19990420,19990717
19990525,19990821
19990622,19990918
19990720,19991016
19990824,19991120
19990921,19991218
19991026,20000122
19991123,20000219
19991221,20000318
20000125,20000422
20000222,20000520
20000321,20000617
20000425,20000722
20000523,20000819
20000620,20000916
20000725,20001021
20000822,20001118
20000919,20001216
20001024,20010120
20001121,20010217
20001219,20010317
20010123,20010421
20010220,20010519
20010320,20010616
20010424,20010721
20010522,20010818
20010626,20010922
20010724,20011020
20010821,20011117
20010925,20011222
20011023,20020119
20011120,20020216
20011218,20020316
20020122,20020420
20020219,20020518
20020326,20020622
20020423,20020720
20020521,20020817
20020625,20020921
20020723,20021019
20020820,20021116
20020924,20021221
20021022,20030118
20021126,20030222
20021224,20030322
20030121,20030419
20030325,20030621
20030422,20030719
20030520,20030816
20030624,20030920
20030722,20031018
20030826,20031122
20030923,20031220
20031021,20040117
20031125,20040221
20031223,20040320
20040120,20040417
20040224,20040522
20040323,20040619
20040420,20040717
20040525,20040821
20040622,20040918
20040720,20041016
20040824,20041120
20040921,20041218
20041026,20050122
20041123,20050219
20041221,20050319
20050222,20050521
20050322,20050618
20050419,20050716
20050524,20050820
20050621,20050917
20050726,20051022
20050823,20051119
20050920,20051217
20051025,20060121
20051122,20060218
20051220,20060318
20060124,20060422
20060221,20060520
20060321,20060617
20060425,20060722
20060523,20060819
20060620,20060916
20060725,20061021
20060822,20061118
20060919,20061216
20061024,20070120
20061121,20070217
20061219,20070317
20070123,20070421
20070220,20070519
20070320,20070616
20070424,20070721
20070522,20070818
20070626,20070922
20070724,20071020
20070821,20071117
20070925,20071222
20071023,20080119
20071120,20080216
20071226,20080322
20080122,20080419
20080219,20080517
20080325,20080621
20080422,20080719
20080520,20080816
20080624,20080920
20080722,20081018
20080826,20081122
20080923,20081220
20081021,20090117
20081125,20090221
20081223,20090321
20090120,20090418
20090217,20090516
20090324,20090620
20090421,20090718
20090526,20090822
20090623,20090919
20090721,20091017
20090825,20091121
20090922,20091219
20091020,20100116
20091124,20100220
20091222,20100320
20100119,20100417
20100223,20100522
20100323,20100619
20100420,20100717
20100525,20100821
20100622,20100918
20100720,20101016
20100824,20101120
20100921,20101218
20101026,20110122
20101123,20110219
20101221,20110319
20110118,20110416
20110222,20110521
20110322,20110618
20110419,20110716
20110524,20110820
20110621,20110917
20110726,20111022
20110823,20111119
20110920,20111217
20111025,20120121
20111122,20120218
20111220,20120317
20120124,20120421
20120221,20120519
20120320,20120616
20120424,20120721
20120522,20120818
20120626,20120922
20120724,20121020
20120821,20121117
20120925,20121222
20121023,20130119
20121120,20130216
20121218,20130316
20130122,20130420
20130219,20130518
20130326,20130622
20130423,20130720
20130521,20130817
20130625,20130921
20130723,20131019
20130820,20131116
20130924,20131221
20131022,20140118
20131126,20140222
20131224,20140322
20140121,20140419
20140218,20140517
20140325,20140621
20140422,20140719
20140520,20140816
20140624,20140920
20140722,20141018
20140826,20141122
20140923,20141220
20141021,20150117
20141124,20150220
20141222,20150320
20150120,20150417
20150217,20150515
20150323,20150619
20150420,20150717
20150622,20150918
20150720,20151016
20150824,20151120
20150922,20151219
20151019,20160115
20151123,20160219
20151221,20160318
20160119,20160415
20160222,20160520
20160321,20160617
20160418,20160715
20160523,20160819
20160620,20160916
20160725,20161021
20160822,20161118
20160919,20161216
20161024,20170120
20161121,20170217
20161219,20170317
20170123,20170421
20170221,20170519
20170320,20170616
20170424,20170721
20170522,20170818
20170619,20170915
20170724,20171020
20170821,20171117
20170918,20171215
20171023,20180119
20171120,20180216
20171218,20180316
20180122,20180420
20180220,20180518
20180319,20180615
20180423,20180720
20180521,20180817
20180625,20180921
20180723,20181019
20180820,20181116
20180924,20181221
20181022,20190118
20181119,20190215
20181217,20190315
20190122,20190418
20190219,20190517
20190325,20190621
20190422,20190719
20190520,20190816
20190624,20190920
20190722,20191018
20190819,20191115
20190923,20191220
20191021,20200117
20191125,20200221
20191223,20200320
20200121,20200417
20200218,20200515
20200323,20200619
20200420,20200717
20200526,20200821
20200622,20200918
20200720,20201016
20200824,20201120
20200921,20201218
20201019,20210115
20201123,20210219
20201221,20210319
20210119,20210416
20210222,20210521
20210322,20210618
20210419,20210716
20210524,20210820
20210621,20210917
20210719,20211015
20210823,20211119
20210920,20211217
20211025,20220121
20211122,20220218
20211220,20220318
